scope,scenario_short,scenario_id,treatment,metric,n,mean,median,sd,min,q1,q3,max
scenario_treatment,S04,P05_S04_H2_Y08_YAW15,T1,std_error_x_norm,10,0.08604270091487407,0.08610917961268438,0.022344241012460072,0.04423986650151826,0.07343132792790226,0.0978332866912185,0.12012102744290366
scenario_treatment,S04,P05_S04_H2_Y08_YAW15,T1,mean_abs_error_y_norm,10,0.10463975950199716,0.09903882397105568,0.02929215585508133,0.050587768554687496,0.0943419406962054,0.12055153966988119,0.16112948045081135
scenario_treatment,S04,P05_S04_H2_Y08_YAW15,T1,std_error_y_norm,10,0.11817273038380781,0.11167978228540079,0.02920936126413969,0.06821641151780782,0.10370248202105586,0.13665177311049684,0.1751121566945434
scenario_treatment,S04,P05_S04_H2_Y08_YAW15,T1,max_abs_horizontal_command_m_s,10,0.09990968823432923,0.1,0.00028559087903105856,0.09909688234329224,0.1,0.1,0.1
scenario_treatment,S04,P05_S04_H2_Y08_YAW15,T1,command_count,10,103.1,105.5,6.539622822966678,90.0,99.5,107.75,109.0
scenario_treatment,S04,P05_S04_H2_Y08_YAW15,T1,descent_command_count,10,53.0,55.5,7.52772652709081,40.0,47.5,59.75,60.0
scenario_treatment,S05,P05_S05_H3_Y04_YAW0,T0,final_error_m,10,0.3435520307764746,0.3429627504017201,0.02380003177892176,0.31189644505071257,0.32661399580597605,0.36728342187924523,0.3704754616676113
scenario_treatment,S05,P05_S05_H3_Y04_YAW0,T0,landing_time_s,10,25.6573,25.365000000000002,2.3044998999541937,22.36,23.87175,27.558,29.192
scenario_treatment,S05,P05_S05_H3_Y04_YAW0,T0,total_duration_s,10,33.3626,33.108000000000004,2.390294133458149,30.018,31.274,35.01775,37.019
scenario_treatment,S05,P05_S05_H3_Y04_YAW0,T0,accepted_detection_rate,10,0.8863678771095717,0.8848214285714285,0.03013372623490931,0.8476190476190476,0.8580656846172422,0.908779761904762,0.9291338582677166
scenario_treatment,S05,P05_S05_H3_Y04_YAW0,T0,lost_detection_count,10,12.9,12.5,2.998147576235848,9.0,11.25,15.25,18.0
scenario_treatment,S05,P05_S05_H3_Y04_YAW0,T0,latency_ms_mean,10,89.71603160845547,83.95410457223838,14.078897315387236,76.02276190476191,79.2072433076641,99.27184523809524,115.77770491803278
scenario_treatment,S05,P05_S05_H3_Y04_YAW0,T0,latency_ms_max,10,221.4,205.04,55.741823914663335,171.82,178.52,234.365,336.5
scenario_treatment,S05,P05_S05_H3_Y04_YAW0,T0,mean_abs_error_x_norm,10,0.13553273543078492,0.13351959029588567,0.03372508399263106,0.07829172861008417,0.11605653632304769,0.16319614027292434,0.18702691593001375
scenario_treatment,S05,P05_S05_H3_Y04_YAW0,T0,std_error_x_norm,10,0.03531657558532242,0.03783236445091367,0.01100019426012614,0.021475971900670496,0.025589530424346116,0.04288663503190378,0.05100771865607801
scenario_treatment,S05,P05_S05_H3_Y04_YAW0,T0,mean_abs_error_y_norm,10,0.18083064533406107,0.18971058971216098,0.02138831338860978,0.14931712266875477,0.16230424949890884,0.19587559108562186,0.20900535401843845
scenario_treatment,S05,P05_S05_H3_Y04_YAW0,T0,std_error_y_norm,10,0.04597986083952459,0.04555945246407238,0.008610823601766392,0.03537702080213488,0.04099028475717417,0.048566358909020294,0.06423884288960555
