category,rank,run_id,scenario_short,scenario_id,treatment,treatment_pair_id,repetition,value,threshold,final_error_m,landing_time_s,accepted_detection_rate,lost_detection_count,latency_ms_mean,latency_ms_max,max_abs_horizontal_command_m_s,terminal_event,terminal_status,aborted,notes
highest_mean_latency,5,phase05_20260509_212246_507d9664,S04,P05_S04_H2_Y08_YAW15,T0,P05_S04_H2_Y08_YAW15_R02,2,205.61743589743588,139.8815413877054,0.7275269235466592,12.587,0.6923076923076923,12,205.61743589743588,513.62,0.0,land_complete,landing,False,"requested_LAND_px4_mode=base=29,custom=4,sub=6; requested_LOITER_px4_mode=base=29,custom=4,sub=3; heartbeat=base_mode=29,custom_mode=50593792,px4_main_mode=4,px4_sub_mode=3"
highest_mean_latency,6,phase05_20260509_002035_66a0dbb4,S03,P05_S03_H2_Y08_YAW0,T0,P05_S03_H2_Y08_YAW0_R04,4,204.41000000000003,139.8815413877054,0.7656201725734504,15.54,0.21739130434782608,36,204.41000000000003,291.43,0.0,land_complete,landing,False,"requested_LAND_px4_mode=base=29,custom=4,sub=6; requested_LOITER_px4_mode=base=29,custom=4,sub=3; heartbeat=base_mode=29,custom_mode=50593792,px4_main_mode=4,px4_sub_mode=3"
highest_mean_latency,7,phase05_20260509_011732_05fe4345,S03,P05_S03_H2_Y08_YAW0,T0,P05_S03_H2_Y08_YAW0_R10,10,201.2222857142857,139.8815413877054,0.8145905890242318,11.452,0.22857142857142856,27,201.2222857142857,314.83,0.0,land_complete,landing,False,"requested_LAND_px4_mode=base=29,custom=4,sub=6; requested_LOITER_px4_mode=base=29,custom=4,sub=3; heartbeat=base_mode=29,custom_mode=50593792,px4_main_mode=4,px4_sub_mode=3"
highest_mean_latency,8,phase05_20260509_004647_e3423cd3,S03,P05_S03_H2_Y08_YAW0,T0,P05_S03_H2_Y08_YAW0_R06,6,197.5705882352941,139.8815413877054,0.7602368913688732,11.087,0.20588235294117646,27,197.5705882352941,269.68,0.0,land_complete,landing,False,"requested_LAND_px4_mode=base=29,custom=4,sub=6; requested_LOITER_px4_mode=base=29,custom=4,sub=3; heartbeat=base_mode=29,custom_mode=50593792,px4_main_mode=4,px4_sub_mode=3"
highest_mean_latency,9,phase05_20260509_213059_1d49740f,S04,P05_S04_H2_Y08_YAW15,T0,P05_S04_H2_Y08_YAW15_R04,4,194.828,139.8815413877054,0.8102248264813018,15.016,0.5555555555555556,20,194.828,358.88,0.0,land_complete,landing,False,"requested_LAND_px4_mode=base=29,custom=4,sub=6; requested_LOITER_px4_mode=base=29,custom=4,sub=3; heartbeat=base_mode=29,custom_mode=50593792,px4_main_mode=4,px4_sub_mode=3"
highest_mean_latency,10,phase05_20260607_202802_f1ccaa50,S04,P05_S04_H2_Y08_YAW15,T0,P05_S04_H2_Y08_YAW15_R06,6,149.6696,139.8815413877054,0.7149992194395494,13.019,0.18,41,149.6696,204.06,0.0,land_complete,landing,False,"requested_LAND_px4_mode=base=29,custom=4,sub=6; requested_LOITER_px4_mode=base=29,custom=4,sub=3; heartbeat=base_mode=29,custom_mode=50593792,px4_main_mode=4,px4_sub_mode=3"
highest_max_latency,1,phase05_20260509_212437_424a9706,S04,P05_S04_H2_Y08_YAW15,T0,P05_S04_H2_Y08_YAW15_R03,3,532.68,291.894,0.7473323880986927,12.037,0.18518518518518517,22,312.4914814814815,532.68,0.0,land_complete,landing,False,"requested_LAND_px4_mode=base=29,custom=4,sub=6; requested_LOITER_px4_mode=base=29,custom=4,sub=3; heartbeat=base_mode=29,custom_mode=50593792,px4_main_mode=4,px4_sub_mode=3"
highest_max_latency,2,phase05_20260505_171646_b0d3f4a0,S01,P05_S01_H2_Y04_YAW0,T0,P05_S01_H2_Y04_YAW0_R07,7,530.79,291.894,0.3655349640856506,19.383,0.8947368421052632,8,133.50052631578947,530.79,0.0,land_complete,landing,False,"requested_LAND_px4_mode=base=29,custom=4,sub=6; requested_LOITER_px4_mode=base=29,custom=4,sub=3; heartbeat=base_mode=29,custom_mode=50593792,px4_main_mode=4,px4_sub_mode=3"
highest_max_latency,3,phase05_20260509_212246_507d9664,S04,P05_S04_H2_Y08_YAW15,T0,P05_S04_H2_Y08_YAW15_R02,2,513.62,291.894,0.7275269235466592,12.587,0.6923076923076923,12,205.61743589743588,513.62,0.0,land_complete,landing,False,"requested_LAND_px4_mode=base=29,custom=4,sub=6; requested_LOITER_px4_mode=base=29,custom=4,sub=3; heartbeat=base_mode=29,custom_mode=50593792,px4_main_mode=4,px4_sub_mode=3"
highest_max_latency,4,phase05_20260509_010204_ea0ffbac,S03,P05_S03_H2_Y08_YAW0,T0,P05_S03_H2_Y08_YAW0_R08,8,417.52,291.894,0.7735185790278177,11.791,0.0,30,266.802,417.52,0.0,land_complete,landing,False,"requested_LAND_px4_mode=base=29,custom=4,sub=6; requested_LOITER_px4_mode=base=29,custom=4,sub=3; heartbeat=base_mode=29,custom_mode=50593792,px4_main_mode=4,px4_sub_mode=3"
highest_max_latency,5,phase05_20260509_005615_8743cfbe,S03,P05_S03_H2_Y08_YAW0,T0,P05_S03_H2_Y08_YAW0_R07,7,409.87,291.894,0.8274030602716206,15.463,0.660377358490566,18,144.58735849056603,409.87,0.0,land_complete,landing,False,"requested_LAND_px4_mode=base=29,custom=4,sub=6; requested_LOITER_px4_mode=base=29,custom=4,sub=3; heartbeat=base_mode=29,custom_mode=50593792,px4_main_mode=4,px4_sub_mode=3"
highest_max_latency,6,phase05_20260509_004101_41d9cbae,S03,P05_S03_H2_Y08_YAW0,T0,P05_S03_H2_Y08_YAW0_R05,5,402.04,291.894,0.8051358191348175,15.62,0.6792452830188679,17,140.34396226415095,402.04,0.0,land_complete,landing,False,"requested_LAND_px4_mode=base=29,custom=4,sub=6; requested_LOITER_px4_mode=base=29,custom=4,sub=3; heartbeat=base_mode=29,custom_mode=50593792,px4_main_mode=4,px4_sub_mode=3"
